CP108106.region004 vs CP108253.region034
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG965_03470  PRJNA747871_OHV25_36370  1.00      1.00      
OG965_03475              OHV25_36365              1.00      1.00      
PRJNA747871_OG965_03480  PRJNA747871_OHV25_36360  1.00      1.00      
PRJNA747871_OG965_03485  PRJNA747871_OHV25_36355  1.00      1.00      
PRJNA747871_OG965_03490  PRJNA747871_OHV25_36350  1.00      1.00      
PRJNA747871_OG965_03495  PRJNA747871_OHV25_36345  1.00      1.00      
PRJNA747871_OG965_03500  PRJNA747871_OHV25_36340  0.77      0.77      
PRJNA747871_OG965_03505  PRJNA747871_OHV25_36335  1.00      1.00      
PRJNA747871_OG965_03510  PRJNA747871_OHV25_36330  1.00      1.00      
PRJNA747871_OG965_03515  PRJNA747871_OHV25_36325  1.00      1.00      
PRJNA747871_OG965_03520  PRJNA747871_OHV25_36320  1.00      1.00      
PRJNA747871_OG965_03525  PRJNA747871_OHV25_36315  1.00      1.00      
PRJNA747871_OG965_03530  PRJNA747871_OHV25_36310  1.00      1.00      
PRJNA747871_OG965_03535  PRJNA747871_OHV25_36305  1.00      1.00      
PRJNA747871_OG965_03540  PRJNA747871_OHV25_36300  1.00      1.00      
PRJNA747871_OG965_03545  PRJNA747871_OHV25_36295  1.00      1.00      
PRJNA747871_OG965_03550  PRJNA747871_OHV25_36290  1.00      1.00      
PRJNA747871_OG965_03555  PRJNA747871_OHV25_36285  1.00      1.00      
PRJNA747871_OG965_03560  PRJNA747871_OHV25_36280  1.00      1.00      
PRJNA747871_OG965_03565  PRJNA747871_OHV25_36275  1.00      1.00      
PRJNA747871_OG965_03570  PRJNA747871_OHV25_36265  0.38      0.50      
PRJNA747871_OG965_03570  PRJNA747871_OHV25_36270  1.00      1.00      
PRJNA747871_OG965_03575  PRJNA747871_OHV25_36265  1.00      1.00      
PRJNA747871_OG965_03575  PRJNA747871_OHV25_36270  0.38      0.50      
PRJNA747871_OG965_03580  PRJNA747871_OHV25_36250  0.31      0.43      
PRJNA747871_OG965_03580  PRJNA747871_OHV25_36260  1.00      1.00      
PRJNA747871_OG965_03585  PRJNA747871_OHV25_36255  1.00      1.00      
PRJNA747871_OG965_03590  PRJNA747871_OHV25_36250  1.00      1.00      
PRJNA747871_OG965_03590  PRJNA747871_OHV25_36260  0.31      0.43      
PRJNA747871_OG965_03595  PRJNA747871_OHV25_36245  1.00      1.00      
PRJNA747871_OG965_03600  PRJNA747871_OHV25_36240  1.00      1.00      
PRJNA747871_OG965_03605  PRJNA747871_OHV25_36235  1.00      1.00      
PRJNA747871_OG965_03610  PRJNA747871_OHV25_36230  1.00      1.00      
PRJNA747871_OG965_03615  PRJNA747871_OHV25_36225  1.00      1.00      
PRJNA747871_OG965_03620  PRJNA747871_OHV25_36220  1.00      1.00      

CP108106.region004 vs CP108295.region004
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG965_03545  PRJNA747871_OG383_02270  0.98      0.98      
PRJNA747871_OG965_03550  PRJNA747871_OG383_02275  0.98      0.99      
PRJNA747871_OG965_03555  PRJNA747871_OG383_02280  0.98      0.99      
PRJNA747871_OG965_03560  PRJNA747871_OG383_02285  0.98      0.99      
PRJNA747871_OG965_03565  PRJNA747871_OG383_02290  0.99      1.00      
PRJNA747871_OG965_03570  PRJNA747871_OG383_02295  0.97      0.98      
PRJNA747871_OG965_03570  PRJNA747871_OG383_02300  0.38      0.50      
PRJNA747871_OG965_03575  PRJNA747871_OG383_02295  0.37      0.49      
PRJNA747871_OG965_03575  PRJNA747871_OG383_02300  0.97      0.98      
PRJNA747871_OG965_03580  PRJNA747871_OG383_02305  0.93      0.94      
PRJNA747871_OG965_03580  PRJNA747871_OG383_02315  0.31      0.43      
PRJNA747871_OG965_03585  PRJNA747871_OG383_02310  0.94      0.96      
PRJNA747871_OG965_03590  PRJNA747871_OG383_02305  0.31      0.44      
PRJNA747871_OG965_03590  PRJNA747871_OG383_02315  0.93      0.95      
PRJNA747871_OG965_03595  PRJNA747871_OG383_02320  0.96      0.97      
PRJNA747871_OG965_03600  PRJNA747871_OG383_02325  0.97      0.98      

CP108106.region004 vs CP109019.region004
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG965_03545  PRJNA747871_OG515_02325  0.97      0.98      
PRJNA747871_OG965_03550  PRJNA747871_OG515_02330  0.97      0.98      
PRJNA747871_OG965_03555  PRJNA747871_OG515_02335  0.99      0.99      
PRJNA747871_OG965_03560  PRJNA747871_OG515_02340  0.97      0.98      
PRJNA747871_OG965_03565  PRJNA747871_OG515_02345  0.99      1.00      
PRJNA747871_OG965_03570  PRJNA747871_OG515_02350  0.97      0.98      
PRJNA747871_OG965_03570  PRJNA747871_OG515_02355  0.38      0.50      
PRJNA747871_OG965_03575  PRJNA747871_OG515_02350  0.38      0.49      
PRJNA747871_OG965_03575  PRJNA747871_OG515_02355  0.97      0.98      
PRJNA747871_OG965_03580  PRJNA747871_OG515_02360  0.93      0.95      
PRJNA747871_OG965_03580  PRJNA747871_OG515_02370  0.31      0.43      
PRJNA747871_OG965_03585  PRJNA747871_OG515_02365  0.94      0.96      
PRJNA747871_OG965_03590  PRJNA747871_OG515_02360  0.31      0.43      
PRJNA747871_OG965_03590  PRJNA747871_OG515_02370  0.93      0.96      
PRJNA747871_OG965_03595  PRJNA747871_OG515_02375  0.96      0.97      
PRJNA747871_OG965_03600  PRJNA747871_OG515_02380  0.97      0.98      

CP108106.region004 vs CP109038.region033
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG965_03470  PRJNA747871_OIE42_34105  0.98      0.98      
PRJNA747871_OG965_03480  PRJNA747871_OIE42_34100  0.98      0.99      
PRJNA747871_OG965_03485  PRJNA747871_OIE42_34095  1.00      1.00      
PRJNA747871_OG965_03490  PRJNA747871_OIE42_34090  0.99      0.99      
PRJNA747871_OG965_03495  PRJNA747871_OIE42_34085  1.00      1.00      
PRJNA747871_OG965_03500  PRJNA747871_OIE42_34080  0.77      0.77      
PRJNA747871_OG965_03505  PRJNA747871_OIE42_34075  0.99      1.00      
PRJNA747871_OG965_03510  PRJNA747871_OIE42_34070  0.96      0.96      
PRJNA747871_OG965_03515  PRJNA747871_OIE42_34065  0.67      0.67      
PRJNA747871_OG965_03520  PRJNA747871_OIE42_34060  0.99      1.00      
PRJNA747871_OG965_03525  PRJNA747871_OIE42_34055  0.99      0.99      
PRJNA747871_OG965_03530  PRJNA747871_OIE42_34050  0.99      0.99      
PRJNA747871_OG965_03535  PRJNA747871_OIE42_34045  0.99      0.99      
PRJNA747871_OG965_03540  PRJNA747871_OIE42_34030  0.99      0.99      
PRJNA747871_OG965_03545  PRJNA747871_OIE42_34025  0.99      1.00      
PRJNA747871_OG965_03550  PRJNA747871_OIE42_34020  0.99      0.99      
