OG965_03470	OG965_03470
OG965_03470	OIE42_34105
OG965_03470	OHB58_03465
OG965_03470	OHV25_36370
OHV25_36225	OHV25_36225
OHV25_36225	OHB58_03605
OHV25_36225	OIE42_33955
OHV25_36225	OG965_03615
OG515_02380	OG515_02380
OG515_02380	OHV25_36240
OG515_02380	OIE42_33970
OG515_02380	OG965_03600
OG515_02380	OG383_02325
OG515_02380	OHB58_03590
OHB58_03600	OHB58_03600
OHB58_03600	OHV25_36230
OHB58_03600	OIE42_33960
OHB58_03600	OG965_03610
OG965_03480	OG965_03480
OG965_03480	OIE42_34100
OG965_03480	OHB58_03470
OG965_03480	OHV25_36360
OHV25_36235	OHV25_36235
OHV25_36235	OIE42_33965
OHV25_36235	OG965_03605
OHV25_36235	OHB58_03595
OIE42_34095	OIE42_34095
OIE42_34095	OG965_03485
OIE42_34095	OHB58_03475
OIE42_34095	OHV25_36355
OHB58_03610	OHB58_03610
OHB58_03610	OIE42_33950
OHB58_03610	OG965_03620
OHB58_03610	OHV25_36220
OG515_02395	OG515_02395
OG515_02395	OG383_02345
OG965_03490	OG965_03490
OG965_03490	OIE42_34090
OG965_03490	OHB58_03480
OG965_03490	OHV25_36350
OHV25_36245	OHV25_36245
OHV25_36245	OIE42_33975
OHV25_36245	OG965_03595
OHV25_36245	OG383_02320
OHV25_36245	OHB58_03585
OHV25_36245	OG515_02375
OG515_02240	OG515_02240
OG515_02240	OG383_02185
OG515_02400	OG515_02400
OG515_02400	OG383_02350
OG965_03495	OG965_03495
OG965_03495	OIE42_34085
OG965_03495	OHB58_03485
OG965_03495	OHV25_36345
OG383_02210	OG383_02210
OG383_02210	OG515_02265
OG515_02245	OG515_02245
OG515_02245	OG383_02190
OG965_03500	OG965_03500
OG515_02250	OG515_02250
OG515_02250	OG383_02195
OG965_03505	OG965_03505
OG965_03505	OHB58_03495
OG965_03505	OHV25_36335
OG965_03505	OIE42_34075
OG515_02255	OG515_02255
OG515_02255	OG383_02200
OG965_03510	OG965_03510
OG965_03510	OHB58_03500
OG965_03510	OHV25_36330
OG965_03510	OIE42_34070
OHV25_36265	OHV25_36265
OHV25_36265	OIE42_33995
OHV25_36265	OG965_03575
OHV25_36265	OG383_02300
OHV25_36265	OHB58_03565
OHV25_36265	OG515_02355
OHV25_36265	OHV25_36270
OHV25_36265	OIE42_34000
OHV25_36265	OG965_03570
OHV25_36265	OG383_02295
OHV25_36265	OHB58_03560
OHV25_36265	OG515_02350
OG515_02260	OG515_02260
OG515_02260	OG383_02205
OG965_03515	OG965_03515
OG965_03515	OHB58_03505
OG965_03515	OHV25_36325
OG965_03520	OG965_03520
OG965_03520	OHB58_03510
OG965_03520	OHV25_36320
OG965_03520	OIE42_34060
OHV25_36275	OHV25_36275
OHV25_36275	OIE42_34005
OHV25_36275	OG965_03565
OHV25_36275	OG383_02290
OHV25_36275	OHB58_03555
OHV25_36275	OG515_02345
OG515_02270	OG515_02270
OG515_02270	OG383_02215
OHB58_03490	OHB58_03490
OHB58_03490	OHV25_36340
OHB58_03490	OIE42_34080
OG965_03525	OG965_03525
OG965_03525	OHB58_03515
OG965_03525	OHV25_36315
OG965_03525	OIE42_34055
OHV25_36280	OHV25_36280
OHV25_36280	OIE42_34010
OHV25_36280	OG965_03560
OHV25_36280	OG383_02285
OHV25_36280	OHB58_03550
OHV25_36280	OG515_02340
OG515_02275	OG515_02275
OG515_02275	OG383_02220
OG965_03530	OG965_03530
OG965_03530	OHB58_03520
OG965_03530	OHV25_36310
OG965_03530	OIE42_34050
OHV25_36285	OHV25_36285
OHV25_36285	OG965_03555
OHV25_36285	OIE42_34015
OHV25_36285	OG383_02280
OHV25_36285	OHB58_03545
OHV25_36285	OG515_02335
OG515_02280	OG515_02280
OG515_02280	OG383_02225
OG965_03535	OG965_03535
OG965_03535	OHV25_36305
OG965_03535	OHB58_03525
OG965_03535	OIE42_34045
OHV25_36290	OHV25_36290
OHV25_36290	OG965_03550
OHV25_36290	OG383_02275
OHV25_36290	OIE42_34020
OHV25_36290	OHB58_03540
OHV25_36290	OG515_02330
OG515_02285	OG515_02285
OG515_02285	OG383_02230
OG965_03540	OG965_03540
OG965_03540	OHV25_36300
OG965_03540	OHB58_03530
OG965_03540	OIE42_34030
OHV25_36295	OHV25_36295
OHV25_36295	OG965_03545
OHV25_36295	OG383_02270
OHV25_36295	OHB58_03535
OHV25_36295	OIE42_34025
OHV25_36295	OG515_02325
OG515_02290	OG515_02290
OG515_02290	OG383_02235
OG515_02295	OG515_02295
OG515_02295	OG383_02240
OG515_02300	OG515_02300
OG515_02300	OG383_02245
OG515_02305	OG515_02305
OG515_02305	OG383_02250
OG515_02310	OG515_02310
OG515_02310	OG383_02255
OG515_02315	OG515_02315
OG515_02315	OG383_02260
OG515_02320	OG515_02320
OG515_02320	OG383_02265
OIE42_34035	OIE42_34035
OIE42_34040	OIE42_34040
OG383_02305	OG383_02305
OG383_02305	OHV25_36260
OG383_02305	OG965_03580
OG383_02305	OHB58_03570
OG383_02305	OIE42_33990
OG383_02305	OG515_02360
OG383_02305	OHV25_36250
OG383_02305	OG965_03590
OG383_02305	OHB58_03580
OG383_02305	OIE42_33980
OG383_02305	OG383_02315
OG383_02305	OG515_02370
OG383_02310	OG383_02310
OG383_02310	OHV25_36255
OG383_02310	OIE42_33985
OG383_02310	OG965_03585
OG383_02310	OHB58_03575
OG383_02310	OG515_02365
OHV25_36365	OHV25_36365
OHV25_36365	OG965_03475
OIE42_34065	OIE42_34065
OG383_02330	OG383_02330
OG383_02175	OG383_02175
OG383_02175	OG515_02230
OG383_02335	OG383_02335
OG383_02335	OG515_02385
OG383_02180	OG383_02180
OG383_02180	OG515_02235
OG383_02340	OG383_02340
OG383_02340	OG515_02390
