CP108085.region009 vs CP108086.region023
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG913_12680  PRJNA747871_OHB01_35210  1.00      1.00      
PRJNA747871_OG913_12685  PRJNA747871_OHB01_35215  1.00      1.00      
PRJNA747871_OG913_12690  PRJNA747871_OHB01_35220  1.00      1.00      
PRJNA747871_OG913_12695  PRJNA747871_OHB01_35225  1.00      1.00      
PRJNA747871_OG913_12700  PRJNA747871_OHB01_35230  1.00      1.00      
PRJNA747871_OG913_12705  PRJNA747871_OHB01_35235  1.00      1.00      
PRJNA747871_OG913_12710  PRJNA747871_OHB01_35240  1.00      1.00      
PRJNA747871_OG913_12715  PRJNA747871_OHB01_35245  1.00      1.00      
PRJNA747871_OG913_12720  PRJNA747871_OHB01_35250  1.00      1.00      
PRJNA747871_OG913_12725  PRJNA747871_OHB01_35255  0.91      0.91      
PRJNA747871_OG913_12730  PRJNA747871_OHB01_35260  1.00      1.00      
PRJNA747871_OG913_12735  PRJNA747871_OHB01_35265  1.00      1.00      
PRJNA747871_OG913_12740  PRJNA747871_OHB01_35270  1.00      1.00      
PRJNA747871_OG913_12745  PRJNA747871_OHB01_35275  1.00      1.00      
PRJNA747871_OG913_12750  PRJNA747871_OHB01_35280  0.99      1.00      
PRJNA747871_OG913_12755  PRJNA747871_OHB01_35285  1.00      1.00      
PRJNA747871_OG913_12760  PRJNA747871_OHB01_35290  1.00      1.00      
PRJNA747871_OG913_12765  PRJNA747871_OHB01_35295  1.00      1.00      
PRJNA747871_OG913_12770  PRJNA747871_OHB01_35300  1.00      1.00      
PRJNA747871_OG913_12775  PRJNA747871_OHB01_35305  1.00      1.00      
PRJNA747871_OG913_12780  PRJNA747871_OHB01_35310  0.98      0.98      
PRJNA747871_OG913_12785  PRJNA747871_OHB01_35315  1.00      1.00      
PRJNA747871_OG913_12790  PRJNA747871_OHB01_35320  1.00      1.00      
PRJNA747871_OG913_12795  PRJNA747871_OHB01_35325  1.00      1.00      
PRJNA747871_OG913_12800  PRJNA747871_OHB01_35330  1.00      1.00      
PRJNA747871_OG913_12805  PRJNA747871_OHB01_35335  1.00      1.00      
PRJNA747871_OG913_12810  PRJNA747871_OHB01_35340  1.00      1.00      
PRJNA747871_OG913_12815  PRJNA747871_OHB01_35345  1.00      1.00      
PRJNA747871_OG913_12820  PRJNA747871_OHB01_35350  1.00      1.00      
PRJNA747871_OG913_12825  PRJNA747871_OHB01_35355  1.00      1.00      
PRJNA747871_OG913_12830  PRJNA747871_OHB01_35360  1.00      1.00      
PRJNA747871_OG913_12835  PRJNA747871_OHB01_35365  1.00      1.00      
PRJNA747871_OG913_12840  PRJNA747871_OHB01_35370  1.00      1.00      
PRJNA747871_OG913_12845  PRJNA747871_OHB01_35375  0.99      0.99      
PRJNA747871_OG913_12850  PRJNA747871_OHB01_35380  1.00      1.00      
PRJNA747871_OG913_12855  PRJNA747871_OHB01_35385  1.00      1.00      
PRJNA747871_OG913_12860  PRJNA747871_OHB01_35390  1.00      1.00      
PRJNA747871_OG913_12865  PRJNA747871_OHB01_35395  1.00      1.00      
PRJNA747871_OG913_12870  PRJNA747871_OHB01_35400  1.00      1.00      
PRJNA747871_OG913_12875  PRJNA747871_OHB01_35405  1.00      1.00      
PRJNA747871_OG913_12880  PRJNA747871_OHB01_35410  1.00      1.00      
PRJNA747871_OG913_12885  PRJNA747871_OHB01_35415  1.00      1.00      
PRJNA747871_OG913_12890  PRJNA747871_OHB01_35420  1.00      1.00      
PRJNA747871_OG913_12895  PRJNA747871_OHB01_35425  1.00      1.00      
PRJNA747871_OG913_12900  PRJNA747871_OHB01_35430  1.00      1.00      
PRJNA747871_OG913_12900  PRJNA747871_OHB01_35440  0.35      0.49      
PRJNA747871_OG913_12905  PRJNA747871_OHB01_35435  1.00      1.00      
PRJNA747871_OG913_12905  PRJNA747871_OHB01_35455  0.39      0.51      
PRJNA747871_OG913_12910  PRJNA747871_OHB01_35430  0.35      0.50      
PRJNA747871_OG913_12910  PRJNA747871_OHB01_35440  1.00      1.00      
PRJNA747871_OG913_12915  PRJNA747871_OHB01_35445  1.00      1.00      
PRJNA747871_OG913_12920  PRJNA747871_OHB01_35450  1.00      1.00      
PRJNA747871_OG913_12925  PRJNA747871_OHB01_35435  0.38      0.52      
PRJNA747871_OG913_12925  PRJNA747871_OHB01_35455  0.98      0.98      
PRJNA747871_OG913_12930  PRJNA747871_OHB01_35460  1.00      1.00      
PRJNA747871_OG913_12935  PRJNA747871_OHB01_35465  1.00      1.00      
PRJNA747871_OG913_12940  PRJNA747871_OHB01_35470  1.00      1.00      
PRJNA747871_OG913_12945  PRJNA747871_OHB01_35475  1.00      1.00      
PRJNA747871_OG913_12950  PRJNA747871_OHB01_35480  1.00      1.00      
PRJNA747871_OG913_12955  PRJNA747871_OHB01_35485  1.00      1.00      
PRJNA747871_OG913_12960  PRJNA747871_OHB01_35490  1.00      1.00      
PRJNA747871_OG913_12965  PRJNA747871_OHB01_35495  1.00      1.00      
PRJNA747871_OG913_12970  PRJNA747871_OHB01_35500  1.00      1.00      
