CP108849.region024 vs CP109126.region002
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33880  PRJNA747871_OHA57_39155  0.79      0.87      
PRJNA747871_OG211_33885  PRJNA747871_OHA57_39150  0.81      0.88      
PRJNA747871_OG211_33890  PRJNA747871_OHA57_39145  0.69      0.87      
PRJNA747871_OG211_33895  PRJNA747871_OHA57_39140  0.85      0.93      
PRJNA747871_OG211_33900  PRJNA747871_OHA57_39135  0.46      0.62      
PRJNA747871_OG211_33905  PRJNA747871_OHA57_39125  0.31      0.50      
PRJNA747871_OG211_33905  PRJNA747871_OHA57_39130  0.79      0.89      
PRJNA747871_OG211_33910  PRJNA747871_OHA57_39125  0.74      0.84      
PRJNA747871_OG211_33915  PRJNA747871_OHA57_39120  0.73      0.83      
PRJNA747871_OG211_33920  PRJNA747871_OHA57_39115  0.68      0.79      
PRJNA747871_OG211_33925  PRJNA747871_OHA57_39110  0.56      0.68      
PRJNA747871_OG211_33930  PRJNA747871_OHA57_39105  0.58      0.69      
PRJNA747871_OG211_33935  PRJNA747871_OHA57_39100  0.57      0.67      
PRJNA747871_OG211_33940  PRJNA747871_OHA57_39095  0.74      0.82      
PRJNA747871_OG211_33945  PRJNA747871_OHA57_39090  0.69      0.79      
PRJNA747871_OG211_33950  PRJNA747871_OHA57_39085  0.56      0.68      
PRJNA747871_OG211_33955  PRJNA747871_OHA57_39080  0.74      0.83      
PRJNA747871_OG211_33960  PRJNA747871_OHA57_39075  0.76      0.84      

CP108849.region024 vs CP109317.region027
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33880  PRJNA747871_OH791_34130  0.80      0.88      
PRJNA747871_OG211_33885  PRJNA747871_OH791_34135  0.81      0.88      
PRJNA747871_OG211_33890  PRJNA747871_OH791_34140  0.70      0.88      
PRJNA747871_OG211_33895  PRJNA747871_OH791_34145  0.85      0.93      
PRJNA747871_OG211_33900  PRJNA747871_OH791_34150  0.46      0.62      
PRJNA747871_OG211_33905  PRJNA747871_OH791_34155  0.78      0.89      
PRJNA747871_OG211_33905  PRJNA747871_OH791_34160  0.31      0.50      
PRJNA747871_OG211_33910  PRJNA747871_OH791_34160  0.75      0.85      
PRJNA747871_OG211_33915  PRJNA747871_OH791_34165  0.73      0.83      
PRJNA747871_OG211_33920  PRJNA747871_OH791_34170  0.69      0.79      
PRJNA747871_OG211_33925  PRJNA747871_OH791_34175  0.56      0.68      
PRJNA747871_OG211_33930  PRJNA747871_OH791_34180  0.58      0.69      
PRJNA747871_OG211_33935  PRJNA747871_OH791_34185  0.57      0.67      
PRJNA747871_OG211_33940  PRJNA747871_OH791_34190  0.74      0.84      
PRJNA747871_OG211_33945  PRJNA747871_OH791_34195  0.70      0.80      
PRJNA747871_OG211_33950  PRJNA747871_OH791_34200  0.56      0.69      
PRJNA747871_OG211_33955  PRJNA747871_OH791_34205  0.75      0.84      
PRJNA747871_OG211_33960  PRJNA747871_OH791_34210  0.75      0.83      

CP108849.region024 vs CP109368.region026
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33880  PRJNA747871_OH828_33890  0.80      0.88      
PRJNA747871_OG211_33885  PRJNA747871_OH828_33895  0.81      0.88      
PRJNA747871_OG211_33890  PRJNA747871_OH828_33900  0.70      0.88      
PRJNA747871_OG211_33895  PRJNA747871_OH828_33905  0.85      0.93      
PRJNA747871_OG211_33900  PRJNA747871_OH828_33910  0.46      0.62      
PRJNA747871_OG211_33905  PRJNA747871_OH828_33915  0.78      0.89      
PRJNA747871_OG211_33905  PRJNA747871_OH828_33920  0.31      0.50      
PRJNA747871_OG211_33910  PRJNA747871_OH828_33920  0.75      0.85      
PRJNA747871_OG211_33915  PRJNA747871_OH828_33925  0.73      0.83      
PRJNA747871_OG211_33920  PRJNA747871_OH828_33930  0.69      0.79      
PRJNA747871_OG211_33925  PRJNA747871_OH828_33935  0.56      0.68      
PRJNA747871_OG211_33930  PRJNA747871_OH828_33940  0.58      0.69      
PRJNA747871_OG211_33935  PRJNA747871_OH828_33945  0.56      0.67      
PRJNA747871_OG211_33940  PRJNA747871_OH828_33950  0.74      0.84      
PRJNA747871_OG211_33945  PRJNA747871_OH828_33955  0.70      0.80      
PRJNA747871_OG211_33950  PRJNA747871_OH828_33960  0.56      0.69      
PRJNA747871_OG211_33955  PRJNA747871_OH828_33965  0.75      0.84      
PRJNA747871_OG211_33960  PRJNA747871_OH828_33970  0.75      0.83      

CP108849.region024 vs CP109389.region010
----------------------------------------
Query                    Target                   Identity  Similarity
PRJNA747871_OG211_33845  PRJNA747871_OHA80_04480  1.00      1.00      
PRJNA747871_OG211_33850  PRJNA747871_OHA80_04475  0.99      0.99      
PRJNA747871_OG211_33855  PRJNA747871_OHA80_04470  1.00      1.00      
PRJNA747871_OG211_33865  PRJNA747871_OHA80_04460  0.99      0.99      
PRJNA747871_OG211_33870  PRJNA747871_OHA80_04455  0.87      0.87      
PRJNA747871_OG211_33875  PRJNA747871_OHA80_04450  0.93      0.95      
PRJNA747871_OG211_33880  PRJNA747871_OHA80_04445  1.00      1.00      
PRJNA747871_OG211_33885  PRJNA747871_OHA80_04440  1.00      1.00      
