OHN74_00640	OHN74_00640
OHN74_00645	OHN74_00645
OHN74_00650	OHN74_00650
OG960_00180	OG960_00180
OHN74_00655	OHN74_00655
OHN74_00660	OHN74_00660
OHN74_00665	OHN74_00665
OG960_00195	OG960_00195
OG960_00195	OHN74_00785
OHN74_00670	OHN74_00670
OHN74_00675	OHN74_00675
OG960_00045	OG960_00045
OG960_00205	OG960_00205
OG960_00205	OHN74_00795
OHN74_00680	OHN74_00680
OG960_00050	OG960_00050
OG960_00210	OG960_00210
OG960_00210	OHN74_00800
OHN74_00685	OHN74_00685
OG960_00055	OG960_00055
OG960_00215	OG960_00215
OG960_00215	OHN74_00805
OHN74_00690	OHN74_00690
OG960_00060	OG960_00060
OG960_00220	OG960_00220
OG960_00220	OHN74_00810
OHN74_00695	OHN74_00695
OG960_00065	OG960_00065
OG960_00225	OG960_00225
OG960_00225	OHN74_00815
OHN74_00700	OHN74_00700
OG960_00070	OG960_00070
OG960_00230	OG960_00230
OG960_00230	OHN74_00820
OG960_00075	OG960_00075
OG960_00235	OG960_00235
OG960_00235	OHN74_00825
OG960_00080	OG960_00080
OG960_00240	OG960_00240
OG960_00240	OHN74_00830
OG960_00085	OG960_00085
OG960_00090	OG960_00090
OHN74_00725	OHN74_00725
OHN74_00725	OG960_00135
OG960_00095	OG960_00095
OG960_00100	OG960_00100
OG960_00105	OG960_00105
OG960_00110	OG960_00110
OG960_00115	OG960_00115
OG960_00115	OHN74_00705
OG960_00120	OG960_00120
OG960_00120	OHN74_00710
OG960_00125	OG960_00125
OG960_00125	OHN74_00715
OHN74_00760	OHN74_00760
OHN74_00760	OG960_00170
OHN74_00765	OHN74_00765
OHN74_00765	OG960_00175
OHN74_00770	OHN74_00770
OG960_00140	OG960_00140
OG960_00140	OHN74_00730
OHN74_00775	OHN74_00775
OHN74_00775	OG960_00185
OG960_00145	OG960_00145
OG960_00145	OHN74_00735
OHN74_00780	OHN74_00780
OHN74_00780	OG960_00190
OG960_00150	OG960_00150
OG960_00150	OHN74_00740
OG960_00150	OG960_00130
OG960_00150	OHN74_00720
OG960_00155	OG960_00155
OG960_00155	OHN74_00745
OHN74_00790	OHN74_00790
OHN74_00790	OG960_00200
OG960_00160	OG960_00160
OG960_00160	OHN74_00750
OG960_00165	OG960_00165
OG960_00165	OHN74_00755
