seq_id,seq_id2,locus_tag,locus_tag2,identity,similarity,start,end,start2,end2
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10730,PRJNA747871_OHA79_41045,0.96,0.97,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10735,PRJNA747871_OHA79_41040,0.96,0.96,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10740,PRJNA747871_OHA79_41035,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10780,PRJNA747871_OHA79_41020,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10785,PRJNA747871_OHA79_41015,0.96,0.97,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10790,PRJNA747871_OHA79_41010,0.98,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10795,PRJNA747871_OHA79_41005,0.89,0.90,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10800,PRJNA747871_OHA79_41000,0.99,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10805,PRJNA747871_OHA79_40990,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10810,PRJNA747871_OHA79_40985,0.92,0.95,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10815,PRJNA747871_OHA79_40980,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10820,PRJNA747871_OHA79_40975,1.0,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10825,PRJNA747871_OHA79_40970,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10830,PRJNA747871_OHA79_40965,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10835,PRJNA747871_OHA79_40960,0.95,0.97,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10840,PRJNA747871_OHA79_40955,0.96,0.97,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10845,PRJNA747871_OHA79_40950,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10850,PRJNA747871_OHA79_40945,0.97,0.97,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10855,PRJNA747871_OHA79_40940,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10860,PRJNA747871_OHA79_40935,0.96,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10865,PRJNA747871_OHA79_40930,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10870,PRJNA747871_OHA79_40925,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10875,PRJNA747871_OHA79_40920,0.99,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10880,PRJNA747871_OHA79_40915,0.98,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10885,PRJNA747871_OHA79_40910,0.99,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10890,PRJNA747871_OHA79_40905,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10895,PRJNA747871_OHA79_40900,0.99,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10900,PRJNA747871_OHA79_40895,1.0,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10905,PRJNA747871_OHA79_40890,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10910,PRJNA747871_OHA79_40885,0.94,0.96,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10915,PRJNA747871_OHA79_40880,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10920,PRJNA747871_OHA79_40875,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10925,PRJNA747871_OHA79_40870,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10930,PRJNA747871_OHA79_40865,0.97,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10935,PRJNA747871_OHA79_40860,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10940,PRJNA747871_OHA79_40855,1.0,1.00,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10945,PRJNA747871_OHA79_40850,0.98,0.98,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10950,PRJNA747871_OHA79_40845,0.99,0.99,,,,
CP108390.region004,CP108853.region019,PRJNA747871_OG395_10955,PRJNA747871_OHA79_40840,0.99,0.99,,,,
